Date,Time,Variety,Harvest Batch ID,Employee Badge #,Variance from Target,Days in Dry,Days in Cure,Starting Weight,Ending Weight,Moisture %,Testing Temp. (C),Testing Time (Seconds),Waste Weight Reported in Metrc,extra,Issues Description
01/17/19,10:45 AM,JillyBean,JillyBean190107,,0.17%,10,N/A,1.06,0.94,9.06,120,6:25,1.06,,
01/18/19,7:50 AM,Purple Apollo,Purple Apollo 190107,,0,10,1,1.07,0.97,9.29,120,8:56,1.07,,
01/18/19,8:01 AM,CHEM OG,CHEM OG 190107,,1.48,10,1,0.95,0.85,10.98,120,7:07,0.95,,
01/18/19,8:10 AM,Locomotion #1,Locomotion #1 190107,,27.03,10,1,1.34,0.84,36.53,120,15:27,1.34,,moisture percentage reading jumping. re run this test
01/18/19,8:33 AM,ACDC,ACDC190107,,0.00,10,1,1.07,0.92,9.24,120,8:25,1.07,,
01/18/19,8:43 AM,SharkShock,SharkShock190107,,0.00,10,1,1.33,1.14,9.39,120,7:18,1.33,,
01/18/19,8:52 AM,Locomotion #1,Locomotion #1 190107,,0.00,10,1,0.86,0.78,9.32,120,4:53,0.86,,This was re run of Locomotion#1  190107 from 8:10 AM
01/18/19,9:04 AM,JillyBean,JillyBean190107,,-0.21,10,1,1.09,0.99,8.29,120,6:00,1.09,,"smells delicious ~ nice terps !
ready for final trim"
01/18/19,9:14 AM,Guice,Guice190107,,0.71,9,2,1.47,1.13,10.21,120,6:05,1.47,,
01/18/19,9:37 AM,GrapeLimeRicky,GrapeLimeRicky190107,,1.20,7,4,1.59,1.36,10.70,120,9:58,1.59,,
01/23/19,7:42 AM,ACDC,ACDC190107,,0.00,10,6,0.97,0.87,9.49,120,6:42,0.97,,
01/23/19,7:52 AM,SharkShock,SharkShock190107,,-0.32,10,6,1.44,1.33,8.68,120,7:29,1.44,,
01/23/19,8:03 AM,Qush#12,Qush#12 190107,,0.00,9,7,0.89,0.79,9.71,120,6:03,0.89,,
01/23/19,8:12 AM,CHEM OG,CHEM OG 190107,,-0.91,7,9,0.87,0.85,8.09,120,5:25,0.87,,
01/23/19,8:19 AM,Guice,Guice190107,,0.00,9,7,1.01,0.88,9.49,120,8:38,1.01,,
01/23/19,8:29 AM,NorthernLights,NorthernLights190107,,-0.72,7,9,0.96,0.88,8.28,120,5:01,0.96,,
01/23/19,8:37 AM,Purple Apollo,Purple Apollo 190107,,-0.34,10,6,0.98,0.89,8.66,120,6:27,0.98,,
01/23/19,8:44 AM,GrapeLimeRicky,GrapeLimeRicky190107,,-0.11,7,9,0.81,0.77,8.89,120,4:48,0.81,,
01/23/19,8:53 AM,Locomotion #1,Locomotion #1 190107,,0.00,10,6,1.23,1.12,9.07,120,8:43,1.23,,
01/23/19,9:03 AM,JillyBean,JillyBean190107,,-0.21,10,6,0.92,0.84,8.79,120,4:45,0.92,,
01/23/19,9:15 AM,BeachWedding,BeachWedding190121,,20.18,2,n/a,0.87,0.61,29.68,120,13:18,0.87,,
01/23/19,9:31 AM,WonkaBars,WonkaBars190121,,12.61,2,n/a,1.65,1.26,22.11,120,8:11,1.65,,
01/23/19,9:57 AM,TigerChampagne,TigerChampagne190121,,34.66,2,n/a,1.29,0.70,44.16,120,18.:06,1.29,,
01/23/19,10:33 AM,UltraSourChemOG,UltraSourChemOG190121,,33.46,2,n/a,1.25,0.71,42.96,120,23:09,1.25,,
01/23/19,10:58 AM,Snowball,Snowball190121,,27.08,2,n/a,1.48,0.85,36.58,120,17:27,1.48,,
01/23/19,11:21 AM,ScreaminEagle,ScreamingEagle190121,,42.53,2,n/a,1.21,0.72,52.03,120,13.42,1.21,,stopped test. moisture % jumping 48-54. re test screamin eagle
01/23/19,11:40 AM,ScreaminEagle,ScreaminEagle190121,,41.48,2,n/a,1.59,0.77,50.98,120,22:19,1.59,,
01/23/19,1:16 PM,MemberOG,MemberOG190121,,20.00,2,n/a,0.95,0.66,29.50,120,12:30,0.95,,
01/23/19,1:39 PM,EmpireApples,EmpireApples190121,,41.48,2,N,1.69,0.82,51.07,120,25:50,1.69,,
01/23/19,2:08 PM,Its It,Its It 190121,,24.24,2,n/a,1.16,0.76,33.74,120,10:48,1.16,,
01/23/19,2:22 PM,CaliDragon,CaliDragon190121,,18.74,2,n/a,1.35,0.92,28.24,120,13:15,1.35,,
01/23/19,2:35 PM,Mumbles,Mumbles181218,,-0.06,18,18,0.94,0.86,8.94,120,5:22,0.94,,
01/23/19,2:43 PM,Cannaradosi,Cannaradosi181211,,-0.10,25,18,1.10,1.01,8.90,120,6:21,1.10,,
01/24/19,7:52 AM,BeachWedding,BeachWedding190121,,12.04,3,n/a,1.44,1.17,21.54,120,11:58,1.44,,
01/24/19,8:06 AM,WonkaBars,WonkaBars190121,,19.80,3,n/a,1.63,1.07,29.30,120,12:30,1.63,,
01/24/19,8:20 AM,UltraSourChemOG,UltraSourChemOG190121,,5.73,3,n/a,1.09,0.89,15.23,120,8:53,1.09,,
01/24/19,8:36 AM,TigerChampagne,TigerChampagne190121,,15.02,3,n/a,1.12,0.82,24.52,120,11:02,1.12,,
01/24/19,8:49 AM,Snowball,Snowball190121,,8.16,3,n/a,1.22,0.95,17.66,120,8:31,1.22,,
01/24/19,8:59 AM,ScreaminEagle,ScreaminEagle190121,,15.58,3,n/a,1.27,0.97,25.08,120,8:56,1.27,,
01/24/19,9:09 AM,MemberOG,MemberOG190121,,15.39,3,n/a,0.99,0.71,24.89,120,9:49,0.99,,
01/24/19,9:20 AM,EmpireApples,EmpireApples190121,,15.38,3,n/a,0.82,0.61,24.88,120,9:30,0.82,,
01/24/19,9:31 AM,Its It,Its It 190121,,22.91,3,n/a,1.14,0.75,32.41,120,12:43,1.14,,
01/24/19,9:45 AM,CaliDragon,CaliDragon190121,,7.65,3,n/a,0.96,0.73,17.15,120,7:53,0.96,,
01/24/19,10:39 AM,Purple Apollo,Purple Apollo 190107,,-1.13,10,7,0.97,0.81,7.87,120,6:00,0.97,,
01/24/19,10:47 AM,GrapeLimeRicky,GrapeLimeRicky190107,,-0.39,7,10,0.88,0.80,8.61,120,5:33,0.88,,
01/24/19,10:56 AM,Qush#12,Qush#12 190107,,-0.70,9,8,0.99,0.98,8.30,120,6:44,0.99,,
01/25/19,8:05 AM,BeachWedding,BeachWedding190121,,5.62,4,N/A,1.12,0.90,15.12,120,10:21,1.12,,
01/25/19,8:17 AM,WonkaBars,WonkaBars190121,,0.00,4,n/a,1.51,1.38,8.85,120,7:30,1.51,,
01/25/19,8:27 AM,UltraSourChemOG,UltraSourChemOG190121,,3.78,4,n/a,0.97,0.81,13.28,120,8:35,0.97,,
01/25/19,9:53 AM,TigerChampagne,TigerChampagne190121,,2.13,4,n/a,1.12,0.97,11.63,120,9:21,1.12,,
01/25/19,10:03 AM,Snowball,Snowball190121,,2.80,4,n/a,1.19,1.02,12.30,120,7:30,1.19,,
01/25/19,10:12 AM,ScreaminEagle,ScreaminEagle190121,,7.01,4,n/a,1.16,0.91,16.51,120,7:47,1.16,,
01/25/19,10:20 AM,MemberOG,MemberOG190121,,1.58,4,n/a,1.15,0.99,11.08,120,6:44,1.15,,
01/25/19,10:32 AM,EmpireApples,EmpireApples190121,,10.80,4,n/a,1.17,0.96,20.30,120,10:50,1.17,,
01/25/19,10:40 AM,Its It,Its It 190121,,11.0,4,n/a,1.19,1.07,20.50,120,18:00,1.19,,error. moisture % jumping 18 - 21. re-run Its It test w new sample
01/25/19,10:58 AM,CaliDragon,CaliDragon190121,,3.18,4,n/a,1.33,1.16,12.68,120,7:27,1.33,,
01/25/19,11:09 AM,Its It,Its It 190121,,15.53,4,n/a,1.49,1.07,25.03,120,12:08,1.49,,
01/28/19,7:30 AM,MemberOG,MemberOG190121,,-0.26,7,n/a,0.88,0.77,8.24,120,5:28,0.88,,ready for trim
01/28/19,7:37 AM,TigerChampagne,TigerChampagne190121,,0.00,7,n/a,0.99,0.89,9.08,120,5:04,0.99,,ready for trim
01/28/19,7:44 AM,CaliDragon,CaliDragon190121,,-0.54,7,n/a,1.67,1.60,7.96,120,7:57,1.67,,ready for totes & trim
01/28/19,7:53 AM,Its It,Its It 190121,,0.26,7,n/a,0.82,0.80,9.76,120,5:40,0.82,,
01/28/19,7:59 AM,UltraSourChemOG,UltraSourChemOG190121,,0.00,7,n/a,1.18,0.97,9.12,120,5:47,1.18,,ready for trim
01/28/19,8:06 AM,WonkaBars,WonkaBars190121,,-1.27,7,n/a,1.57,1.48,7.23,120,6:29,1.57,,ready for totes & trim
01/28/19,8:13 AM,BeachWedding,BeachWedding190121,,-0.68,7,n/a,1.31,1.24,7.82,120,6:38,1.31,,ready for totes & trim
01/28/19,8:21 AM,Snowball,Snowball190121,,0.00,7,n/a,1.10,0.95,8.70,120,6:08,1.10,,ready for trim
01/28/19,8:28 AM,ScreaminEagle,ScreaminEagle190121,,0.00,7,n/a,1.33,1.17,8.75,120,6:08,1.33,,ready for trim
01/30/19,7:45 AM,ScreaminEagle,ScreaminEagle190121,,-0.01,7,2,1.10,0.98,8.99,120,6:37,1.10,,
01/30/19,7:53 AM,EmpireApples,EmpireApples190121,,-0.02,7,2,0.94,0.82,8.98,120,5:15,0.94,,
01/30/19,8:00 AM,Its It,Its It 190121,,0.00,7,2,1.28,1.11,10.59,120,7:25,1.28,,
01/30/19,8:08 AM,Snowball,Snowball190121,,-0.55,7,2,0.97,0.87,8.45,120,5:40,0.97,,
01/30/19,8:15 AM,BeachWedding,BeachWedding190121,,-0.30,7,2,1.17,1.00,8.70,120,6:10,1.17,,
01/30/19,8:23 AM,WonkaBars,WonkaBars190121,,-0.89,7,2,1.28,1.20,8.11,120,6:55,1.28,,
01/30/19,8:32 AM,TigerChampagne,TigerChampagne190121,,-3.5,7,2,1.05,0.94,5.5,120,16:25,1.05,,error. moisture reading jumping during test. re run new sample
01/30/19,8:49 AM,UltraSourChemOG,UltraSourChemOG190121,,-17.82,7,2,1.12,0.99,-8.82,120,7:20,1.12,,error. negative moisture reading. re run new sample
01/30/19,9:00 AM,MemberOG,MemberOG190121,,-0.44,7,2,1.29,1.19,8.56,120,7:47,1.29,,
01/30/19,9:10 AM,UltraSourChemOG,UltraSourChemOG190121,,1.57,7,2,1.08,0.93,12.57,120,6:11,1.08,,
01/30/19,9:17 AM,TigerChampagne,TigerChampagne190121,,0,7,2,0.91,0.85,9.38,120,5:23,0.91,,
01/30/19,9:24 AM,CaliDragon,CaliDragon190121,,-0.88,7,2,1.49,1.34,8.12,120,7:17,1.49,,
01/30/19,9:47 AM,BananaPuddintain,BananaPuddintain181219,,-1.42,17,25,1.23,1.15,7.58,120,7:20,1.23,,
01/30/19,9:56 AM,BrassTacks,BrassTacks181219,,-0.22,17,25,1.21,1.12,8.78,120,6:58,1.21,,
